first_name,last_name,name,last_season,player_code,country_of_birth,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,image_url,international_caps,international_goals,url,current_club_name,market_value_in_eur,highest_market_value_in_eur
Yael,Trepy,Yael Trepy,2025,yael-trepy,France,2006-05-20 00:00:00,Centre-Forward,Attack,left,191.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1099924-1757602928.jpg?lm=1,,,https://www.transfermarkt.co.uk/yael-trepy/profil/spieler/1099924,Cagliari Calcio,2000000.0,2000000.0
Andrea,Belotti,Andrea Belotti,2025,andrea-belotti,Italy,1993-12-20 00:00:00,Centre-Forward,Attack,right,181.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/167727-1663581136.jpg?lm=1,44.0,12.0,https://www.transfermarkt.co.uk/andrea-belotti/profil/spieler/167727,Cagliari Calcio,1500000.0,40000000.0
Alessandro,Deiola,Alessandro Deiola,2025,alessandro-deiola,Italy,1995-08-01 00:00:00,Central Midfield,Midfield,right,190.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/235931-1692964002.jpg?lm=1,,,https://www.transfermarkt.co.uk/alessandro-deiola/profil/spieler/235931,Cagliari Calcio,1500000.0,2000000.0
Luca,Mazzitelli,Luca Mazzitelli,2025,luca-mazzitelli,Italy,1995-11-15 00:00:00,Central Midfield,Midfield,right,184.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/226025-1730185840.jpg?lm=1,7.0,0.0,https://www.transfermarkt.co.uk/luca-mazzitelli/profil/spieler/226025,Cagliari Calcio,1200000.0,4000000.0
Tommaso,Augello,Tommaso Augello,2024,tommaso-augello,Italy,1994-08-30 00:00:00,Left-Back,Defender,left,180.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/284595-1663679538.jpg?lm=1,,,https://www.transfermarkt.co.uk/tommaso-augello/profil/spieler/284595,Cagliari Calcio,1200000.0,4000000.0
Mateusz,Wieteska,Mateusz Wieteska,2025,mateusz-wieteska,Poland,1997-02-11 00:00:00,Centre-Back,Defender,right,187.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/208172-1746022660.png?lm=1,6.0,0.0,https://www.transfermarkt.co.uk/mateusz-wieteska/profil/spieler/208172,Cagliari Calcio,1000000.0,4000000.0
Boris,Radunović,Boris Radunović,2023,boris-radunovic,Yugoslavia (Republic),1996-05-26 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/258482-1634222812.jpg?lm=1,,,https://www.transfermarkt.co.uk/boris-radunovic/profil/spieler/258482,Cagliari Calcio,1000000.0,1500000.0
Othniël,Raterink,Othniël Raterink,2025,othniel-raterink,Netherlands,2006-04-07 00:00:00,Right-Back,Defender,right,189.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/997478-1767882208.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/othniel-raterink/profil/spieler/997478,Cagliari Calcio,1000000.0,1000000.0
Alen,Sherri,Alen Sherri,2025,alen-sherri,Albania,1997-12-15 00:00:00,Goalkeeper,Goalkeeper,right,197.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/304144-1730124783.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/alen-sherri/profil/spieler/304144,Cagliari Calcio,800000.0,1000000.0
Jakub,Jankto,Jakub Jankto,2024,jakub-jankto,Czech Republic,1996-01-19 00:00:00,Left Midfield,Midfield,left,184.0,,https://img.a.transfermarkt.technology/portrait/header/319160-1692962488.jpg?lm=1,45.0,4.0,https://www.transfermarkt.co.uk/jakub-jankto/profil/spieler/319160,Cagliari Calcio,800000.0,15000000.0
Alessandro,Di Pardo,Alessandro Di Pardo,2024,alessandro-di-pardo,Italy,1999-07-18 00:00:00,Right-Back,Defender,right,182.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/457674-1757665092.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/alessandro-di-pardo/profil/spieler/457674,Cagliari Calcio,800000.0,900000.0
Christos,Kourfalidis,Christos Kourfalidis,2023,christos-kourfalidis,Greece,2002-11-11 00:00:00,Central Midfield,Midfield,right,178.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/650224-1673251947.jpg?lm=1,,,https://www.transfermarkt.co.uk/christos-kourfalidis/profil/spieler/650224,Cagliari Calcio,800000.0,1000000.0
Paulo,Azzi,Paulo Azzi,2024,paulo-azzi,Brazil,1994-07-15 00:00:00,Left Midfield,Midfield,right,188.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/310527-1692963812.jpg?lm=1,,,https://www.transfermarkt.co.uk/paulo-azzi/profil/spieler/310527,Cagliari Calcio,750000.0,1600000.0
Leonardo,Pavoletti,Leonardo Pavoletti,2025,leonardo-pavoletti,Italy,1988-11-26 00:00:00,Centre-Forward,Attack,right,188.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/64793-1725530760.jpg?lm=1,1.0,1.0,https://www.transfermarkt.co.uk/leonardo-pavoletti/profil/spieler/64793,Cagliari Calcio,600000.0,13000000.0
Nicolas,Viola,Nicolas Viola,2024,nicolas-viola,Italy,1989-10-12 00:00:00,Attacking Midfield,Midfield,left,180.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/85393-1692962279.jpg?lm=1,7.0,3.0,https://www.transfermarkt.co.uk/nicolas-viola/profil/spieler/85393,Cagliari Calcio,500000.0,2100000.0
Marco,Mancosu,Marco Mancosu,2023,marco-mancosu,Italy,1988-08-22 00:00:00,Attacking Midfield,Midfield,right,177.0,,https://img.a.transfermarkt.technology/portrait/header/51736-1596031682.jpg?lm=1,,,https://www.transfermarkt.co.uk/marco-mancosu/profil/spieler/51736,Cagliari Calcio,400000.0,3000000.0
Alessandro,Vinciguerra,Alessandro Vinciguerra,2024,alessandro-vinciguerra,Italy,2005-08-18 00:00:00,Left Winger,Attack,right,167.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/885228-1747033715.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/alessandro-vinciguerra/profil/spieler/885228,Cagliari Calcio,400000.0,400000.0
Nicola,Pintus,Nicola Pintus,2024,nicola-pintus,Italy,2005-05-25 00:00:00,Centre-Back,Defender,right,189.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/885230-1745908959.jpg?lm=1,,,https://www.transfermarkt.co.uk/nicola-pintus/profil/spieler/885230,Cagliari Calcio,400000.0,400000.0
Andrea,Cogoni,Andrea Cogoni,2024,andrea-cogoni,,2006-07-04 00:00:00,Centre-Back,Defender,right,,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/979850-1757602706.jpg?lm=1,,,https://www.transfermarkt.co.uk/andrea-cogoni/profil/spieler/979850,Cagliari Calcio,400000.0,400000.0
Velizar-Iliya,Iliev,Velizar-Iliya Iliev,2024,velizar-iliya-iliev,Bulgaria,2005-07-20 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/927933-1752169209.jpeg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/velizar-iliya-iliev/profil/spieler/927933,Cagliari Calcio,250000.0,250000.0
Jacopo,Desogus,Jacopo Desogus,2023,jacopo-desogus,Italy,2002-10-01 00:00:00,Left Winger,Attack,right,174.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/610878-1654778065.jpg?lm=1,,,https://www.transfermarkt.co.uk/jacopo-desogus/profil/spieler/610878,Cagliari Calcio,200000.0,500000.0
Giuseppe,Ciocci,Giuseppe Ciocci,2025,giuseppe-ciocci,Italy,2002-01-24 00:00:00,Goalkeeper,Goalkeeper,right,193.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/535740-1767802954.jpg?lm=1,,,https://www.transfermarkt.co.uk/giuseppe-ciocci/profil/spieler/535740,Cagliari Calcio,100000.0,300000.0
Simone,Aresti,Simone Aresti,2023,simone-aresti,Italy,1986-03-15 00:00:00,Goalkeeper,Goalkeeper,right,187.0,,https://img.a.transfermarkt.technology/portrait/header/41912-1598859995.jpg?lm=1,,,https://www.transfermarkt.co.uk/simone-aresti/profil/spieler/41912,Cagliari Calcio,75000.0,350000.0
Henrijs,Auseklis,Henrijs Auseklis,2024,henrijs-auseklis,Latvia,2006-12-19 00:00:00,Goalkeeper,Goalkeeper,right,196.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1003925-1757602769.jpg?lm=1,5.0,0.0,https://www.transfermarkt.co.uk/henrijs-auseklis/profil/spieler/1003925,Cagliari Calcio,75000.0,75000.0
Florinel,Coman,Florinel Coman,2024,florinel-coman,Romania,1998-04-10 00:00:00,Left Winger,Attack,right,182.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/340982-1738110889.jpg?lm=1,20.0,2.0,https://www.transfermarkt.co.uk/florinel-coman/profil/spieler/340982,Cagliari Calcio,,
Nico,Paz,Nico Paz,2025,nico-paz,Spain,2004-09-08 00:00:00,Attacking Midfield,Midfield,left,185.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/948294-1699472504.jpg?lm=1,10.0,1.0,https://www.transfermarkt.co.uk/nico-paz/profil/spieler/948294,Calcio Como,80000000.0,80000000.0
Máximo,Perrone,Máximo Perrone,2025,maximo-perrone,Argentina,2003-01-07 00:00:00,Defensive Midfield,Midfield,left,177.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/668547-1681246573.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/maximo-perrone/profil/spieler/668547,Calcio Como,35000000.0,35000000.0
Martin,Baturina,Martin Baturina,2025,martin-baturina,Switzerland,2003-02-16 00:00:00,Attacking Midfield,Midfield,right,172.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/580451-1716240952.jpg?lm=1,20.0,2.0,https://www.transfermarkt.co.uk/martin-baturina/profil/spieler/580451,Calcio Como,30000000.0,30000000.0
Jacobo,Ramón,Jacobo Ramón,2025,jacobo-ramon,Spain,2005-01-06 00:00:00,Centre-Back,Defender,right,196.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/948278-1759837942.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/jacobo-ramon/profil/spieler/948278,Calcio Como,30000000.0,30000000.0
Assane,Diao,Assane Diao,2025,assane-diao,Senegal,2005-09-07 00:00:00,Left Winger,Attack,right,185.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1061282-1699273116.jpg?lm=1,5.0,0.0,https://www.transfermarkt.co.uk/assane-diao/profil/spieler/1061282,Calcio Como,30000000.0,30000000.0
Jesús,Rodríguez,Jesús Rodríguez,2025,jesus-rodriguez,Spain,2005-11-21 00:00:00,Left Winger,Attack,right,185.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1190411-1744375833.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/jesus-rodriguez/profil/spieler/1190411,Calcio Como,30000000.0,30000000.0
Anastasios,Douvikas,Anastasios Douvikas,2025,anastasios-douvikas,Greece,1999-08-02 00:00:00,Centre-Forward,Attack,right,186.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/523318-1682331342.jpg?lm=1,22.0,2.0,https://www.transfermarkt.co.uk/anastasios-douvikas/profil/spieler/523318,Calcio Como,25000000.0,25000000.0
Raphaël,Varane,Raphaël Varane,2024,raphael-varane,France,1993-04-25 00:00:00,Centre-Back,Defender,right,191.0,,https://img.a.transfermarkt.technology/portrait/header/164770-1727257324.jpg?lm=1,93.0,5.0,https://www.transfermarkt.co.uk/raphael-varane/profil/spieler/164770,Calcio Como,20000000.0,80000000.0
Lucas,Da Cunha,Lucas Da Cunha,2025,lucas-da-cunha,France,2001-06-09 00:00:00,Central Midfield,Midfield,left,174.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/495667-1778088169.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/lucas-da-cunha/profil/spieler/495667,Calcio Como,20000000.0,20000000.0
Jayden,Addai,Jayden Addai,2025,jayden-addai,Netherlands,2005-08-26 00:00:00,Right Winger,Attack,left,177.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/747720-1723819872.jpg?lm=1,3.0,1.0,https://www.transfermarkt.co.uk/jayden-addai/profil/spieler/747720,Calcio Como,20000000.0,20000000.0
Maxence,Caqueret,Maxence Caqueret,2025,maxence-caqueret,France,2000-02-15 00:00:00,Central Midfield,Midfield,right,174.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/395237-1739281407.jpg?lm=1,24.0,4.0,https://www.transfermarkt.co.uk/maxence-caqueret/profil/spieler/395237,Calcio Como,13000000.0,25000000.0
Álex,Valle,Álex Valle,2025,alex-valle,Spain,2004-04-25 00:00:00,Left-Back,Defender,left,178.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/709957-1757603064.jpg?lm=1,6.0,0.0,https://www.transfermarkt.co.uk/alex-valle/profil/spieler/709957,Calcio Como,12000000.0,12000000.0
Nicolas,Kühn,Nicolas Kühn,2025,nicolas-kuhn,Germany,2000-01-01 00:00:00,Right Winger,Attack,left,174.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/336012-1752477155.jpg?lm=1,4.0,2.0,https://www.transfermarkt.co.uk/nicolas-kuhn/profil/spieler/336012,Calcio Como,10000000.0,17000000.0
Adrian,Lahdo,Adrian Lahdo,2025,adrian-lahdo,,2007-12-26 00:00:00,Central Midfield,Midfield,right,179.0,2031-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1231993-1770014850.jpg?lm=1,10.0,1.0,https://www.transfermarkt.co.uk/adrian-lahdo/profil/spieler/1231993,Calcio Como,10000000.0,10000000.0
Jean,Butez,Jean Butez,2025,jean-butez,France,1995-06-08 00:00:00,Goalkeeper,Goalkeeper,right,189.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/290537-1704961364.jpg?lm=1,,,https://www.transfermarkt.co.uk/jean-butez/profil/spieler/290537,Calcio Como,8000000.0,8000000.0
Álvaro,Morata,Álvaro Morata,2025,alvaro-morata,Spain,1992-10-23 00:00:00,Centre-Forward,Attack,right,189.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/128223-1719989301.jpg?lm=1,87.0,37.0,https://www.transfermarkt.co.uk/alvaro-morata/profil/spieler/128223,Calcio Como,6000000.0,65000000.0
Patrick,Cutrone,Patrick Cutrone,2024,patrick-cutrone,Italy,1998-01-03 00:00:00,Centre-Forward,Attack,right,183.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/265078-1714818222.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/patrick-cutrone/profil/spieler/265078,Calcio Como,5000000.0,30000000.0
,Diego Carlos,Diego Carlos,2025,diego-carlos,Brazil,1993-03-15 00:00:00,Centre-Back,Defender,right,185.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/329145-1737106245.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/diego-carlos/profil/spieler/329145,Calcio Como,5000000.0,50000000.0
Marc Oliver,Kempf,Marc Oliver Kempf,2025,marc-oliver-kempf,Germany,1995-01-28 00:00:00,Centre-Back,Defender,left,186.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/160938-1753445146.jpg?lm=1,7.0,1.0,https://www.transfermarkt.co.uk/marc-oliver-kempf/profil/spieler/160938,Calcio Como,3500000.0,8000000.0
Ivan,Smolcic,Ivan Smolcic,2025,ivan-smolcic,Croatia,2000-08-17 00:00:00,Right-Back,Defender,right,181.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/571271-1738499181.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/ivan-smolcic/profil/spieler/571271,Calcio Como,3500000.0,3500000.0
Ignace,Van der Brempt,Ignace Van der Brempt,2025,ignace-van-der-brempt,Belgium,2002-04-01 00:00:00,Right-Back,Defender,right,187.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/490423-1757664819.jpg?lm=1,15.0,1.0,https://www.transfermarkt.co.uk/ignace-van-der-brempt/profil/spieler/490423,Calcio Como,3000000.0,4000000.0
Iván,Azón,Iván Azón,2024,ivan-azon,Spain,2002-12-24 00:00:00,Centre-Forward,Attack,right,182.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/633306-1732367699.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/ivan-azon/profil/spieler/633306,Calcio Como,3000000.0,3000000.0
Mërgim,Vojvoda,Mërgim Vojvoda,2025,mergim-vojvoda,Germany,1995-02-01 00:00:00,Right-Back,Defender,right,187.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/336125-1661351703.jpg?lm=1,75.0,3.0,https://www.transfermarkt.co.uk/mergim-vojvoda/profil/spieler/336125,Calcio Como,2500000.0,5500000.0
Edoardo,Goldaniga,Edoardo Goldaniga,2025,edoardo-goldaniga,Italy,1993-11-02 00:00:00,Centre-Back,Defender,right,193.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/242940-1725530007.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/edoardo-goldaniga/profil/spieler/242940,Calcio Como,2000000.0,3000000.0
Noel,Törnqvist,Noel Törnqvist,2025,noel-tornqvist,,2002-02-01 00:00:00,Goalkeeper,Goalkeeper,left,195.0,,https://img.a.transfermarkt.technology/portrait/header/730531-1743175380.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/noel-tornqvist/profil/spieler/730531,Calcio Como,2000000.0,2000000.0
Fellipe,Jack,Fellipe Jack,2024,fellipe-jack,Brazil,2006-01-12 00:00:00,Centre-Back,Defender,left,190.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1004723-1680450497.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/fellipe-jack/profil/spieler/1004723,Calcio Como,1800000.0,1800000.0
Dele,Alli,Dele Alli,2024,dele-alli,England,1996-04-11 00:00:00,Attacking Midfield,Midfield,right,188.0,,https://img.a.transfermarkt.technology/portrait/header/207929-1662412194.jpg?lm=1,37.0,3.0,https://www.transfermarkt.co.uk/dele-alli/profil/spieler/207929,Calcio Como,1500000.0,100000000.0
Henrique,Menke,Henrique Menke,2025,henrique-menke,Brazil,2007-01-12 00:00:00,Goalkeeper,Goalkeeper,right,190.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1259706-1759849686.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/henrique-menke/profil/spieler/1259706,Calcio Como,1500000.0,1500000.0
Sergi,Roberto,Sergi Roberto,2025,sergi-roberto,Spain,1992-02-07 00:00:00,Central Midfield,Midfield,right,178.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/85370-1662585931.jpg?lm=1,11.0,1.0,https://www.transfermarkt.co.uk/sergi-roberto/profil/spieler/85370,Calcio Como,1400000.0,60000000.0
Matthias,Braunöder,Matthias Braunöder,2024,matthias-braunoder,Austria,2002-03-27 00:00:00,Central Midfield,Midfield,right,174.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/488052-1692968166.png?lm=1,25.0,2.0,https://www.transfermarkt.co.uk/matthias-braunoder/profil/spieler/488052,Calcio Como,1200000.0,3500000.0
Alberto,Moreno,Alberto Moreno,2025,alberto-moreno,Spain,1992-07-05 00:00:00,Left-Back,Defender,left,171.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/207917-1687268193.jpg?lm=1,4.0,0.0,https://www.transfermarkt.co.uk/alberto-moreno/profil/spieler/207917,Calcio Como,1000000.0,15000000.0
Tommaso,Cassandro,Tommaso Cassandro,2024,tommaso-cassandro,Italy,2000-01-09 00:00:00,Centre-Back,Defender,right,186.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/412649-1692961365.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/tommaso-cassandro/profil/spieler/412649,Calcio Como,800000.0,900000.0
Nicholas,Gioacchini,Nicholas Gioacchini,2024,nicholas-gioacchini,United States,2000-07-25 00:00:00,Centre-Forward,Attack,right,183.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/704156-1762633232.png?lm=1,8.0,3.0,https://www.transfermarkt.co.uk/nicholas-gioacchini/profil/spieler/704156,Calcio Como,800000.0,2500000.0
Nikola,Cavlina,Nikola Cavlina,2025,nikola-cavlina,Croatia,2002-06-02 00:00:00,Goalkeeper,Goalkeeper,right,192.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/587505-1767803458.jpg?lm=1,13.0,0.0,https://www.transfermarkt.co.uk/nikola-cavlina/profil/spieler/587505,Calcio Como,750000.0,1300000.0
Pepe,Reina,Pepe Reina,2024,pepe-reina,Spain,1982-08-31 00:00:00,Goalkeeper,Goalkeeper,right,188.0,,https://img.a.transfermarkt.technology/portrait/header/7825-1724826388.jpg?lm=1,36.0,0.0,https://www.transfermarkt.co.uk/pepe-reina/profil/spieler/7825,Calcio Como,600000.0,22000000.0
Alberto,Cerri,Alberto Cerri,2024,alberto-cerri,Italy,1996-04-16 00:00:00,Centre-Forward,Attack,right,194.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/197751-1686210523.jpg?lm=1,20.0,2.0,https://www.transfermarkt.co.uk/alberto-cerri/profil/spieler/197751,Calcio Como,600000.0,7500000.0
Simone,Verdi,Simone Verdi,2024,simone-verdi,Italy,1992-07-12 00:00:00,Attacking Midfield,Midfield,both,174.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/130360-1663671979.jpg?lm=1,4.0,0.0,https://www.transfermarkt.co.uk/simone-verdi/profil/spieler/130360,Calcio Como,500000.0,25000000.0
Federico,Barba,Federico Barba,2024,federico-barba,Italy,1993-09-01 00:00:00,Centre-Back,Defender,left,187.0,2027-05-31 00:00:00,https://img.a.transfermarkt.technology/portrait/header/165873-1725528561.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/federico-barba/profil/spieler/165873,Calcio Como,500000.0,2000000.0
Alessandro,Gabrielloni,Alessandro Gabrielloni,2024,alessandro-gabrielloni,Italy,1994-07-10 00:00:00,Centre-Forward,Attack,right,178.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/311333-1714813246.jpg?lm=1,,,https://www.transfermarkt.co.uk/alessandro-gabrielloni/profil/spieler/311333,Calcio Como,500000.0,1000000.0
Oliver,Abildgaard,Oliver Abildgaard,2024,oliver-abildgaard,Denmark,1996-06-10 00:00:00,Defensive Midfield,Midfield,left,192.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/325993-1753445045.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/oliver-abildgaard/profil/spieler/325993,Calcio Como,500000.0,7500000.0
Ben Lhassine,Kone,Ben Lhassine Kone,2024,ben-lhassine-kone,Cote d'Ivoire,2000-03-14 00:00:00,Central Midfield,Midfield,left,172.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/522681-1730123598.jpg?lm=1,,,https://www.transfermarkt.co.uk/ben-lhassine-kone/profil/spieler/522681,Calcio Como,500000.0,900000.0
Alessio,Iovine,Alessio Iovine,2024,alessio-iovine,Italy,1991-02-01 00:00:00,Right Midfield,Midfield,right,174.0,,https://img.a.transfermarkt.technology/portrait/header/330472-1714813728.jpg?lm=1,,,https://www.transfermarkt.co.uk/alessio-iovine/profil/spieler/330472,Calcio Como,400000.0,400000.0
Marco,Sala,Marco Sala,2024,marco-sala,Italy,1999-06-04 00:00:00,Left-Back,Defender,left,182.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/392570-1730185794.jpg?lm=1,12.0,0.0,https://www.transfermarkt.co.uk/marco-sala/profil/spieler/392570,Calcio Como,400000.0,3000000.0
Naj,Razi,Naj Razi,2024,naj-razi,Ireland,2006-10-28 00:00:00,Attacking Midfield,Midfield,both,175.0,,https://img.a.transfermarkt.technology/portrait/header/957295-1707906318.jpg?lm=1,13.0,2.0,https://www.transfermarkt.co.uk/naj-razi/profil/spieler/957295,Calcio Como,275000.0,300000.0
Daniele,Baselli,Daniele Baselli,2024,daniele-baselli,Italy,1992-03-12 00:00:00,Central Midfield,Midfield,right,182.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/134883-1630509123.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/daniele-baselli/profil/spieler/134883,Calcio Como,250000.0,10000000.0
Mauro,Vigorito,Mauro Vigorito,2025,mauro-vigorito,Italy,1990-05-22 00:00:00,Goalkeeper,Goalkeeper,right,187.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/88595-1757604061.jpg?lm=1,,,https://www.transfermarkt.co.uk/mauro-vigorito/profil/spieler/88595,Calcio Como,150000.0,800000.0
Federico,Chinetti,Federico Chinetti,2024,federico-chinetti,Italy,2005-11-04 00:00:00,Right Winger,Attack,left,,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/934461-1707906476.png?lm=1,,,https://www.transfermarkt.co.uk/federico-chinetti/profil/spieler/934461,Calcio Como,150000.0,175000.0
Giuseppe,Mazzaglia,Giuseppe Mazzaglia,2024,giuseppe-mazzaglia,Italy,2006-04-20 00:00:00,Central Midfield,Midfield,right,180.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1059730-1730122720.png?lm=1,,,https://www.transfermarkt.co.uk/giuseppe-mazzaglia/profil/spieler/1059730,Calcio Como,100000.0,250000.0
William,Feola,William Feola,2024,william-feola,Italy,2006-01-04 00:00:00,Centre-Back,Defender,right,182.0,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,https://www.transfermarkt.co.uk/william-feola/profil/spieler/927906,Calcio Como,75000.0,75000.0
Alessio,Chiesa,Alessio Chiesa,2024,alessio-chiesa,,2006-07-08 00:00:00,Centre-Back,Defender,,,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,https://www.transfermarkt.co.uk/alessio-chiesa/profil/spieler/997906,Calcio Como,75000.0,75000.0
Pierre,Bolchini,Pierre Bolchini,2024,pierre-bolchini,Italy,1999-02-27 00:00:00,Goalkeeper,Goalkeeper,left,200.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/431417-1725529910.jpg?lm=1,,,https://www.transfermarkt.co.uk/pierre-bolchini/profil/spieler/431417,Calcio Como,50000.0,75000.0
Francesco,Andrealli,Francesco Andrealli,2024,francesco-andrealli,,2007-08-05 00:00:00,Defensive Midfield,Midfield,right,179.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/francesco-andrealli/profil/spieler/1063242,Calcio Como,,
Jonathan,Klinsmann,Jonathan Klinsmann,2025,jonathan-klinsmann,Germany,1997-04-08 00:00:00,Goalkeeper,Goalkeeper,right,195.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/334992-1678024209.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/jonathan-klinsmann/profil/spieler/334992,Cesena FC,2500000.0,3000000.0
