first_name,last_name,name,last_season,player_code,country_of_birth,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,image_url,international_caps,international_goals,url,current_club_name,market_value_in_eur,highest_market_value_in_eur
Charalampos,Lykogiannis,Charalampos Lykogiannis,2025,charalampos-lykogiannis,Greece,1993-10-22 00:00:00,Left-Back,Defender,left,191.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/136514-1663656826.jpg?lm=1,6.0,0.0,https://www.transfermarkt.co.uk/charalampos-lykogiannis/profil/spieler/136514,Bologna Football Club 1909,1200000.0,2500000.0
Lorenzo,De Silvestri,Lorenzo De Silvestri,2025,lorenzo-de-silvestri,Italy,1988-05-23 00:00:00,Right-Back,Defender,right,187.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/33571-1595929290.jpg?lm=1,6.0,0.0,https://www.transfermarkt.co.uk/lorenzo-de-silvestri/profil/spieler/33571,Bologna Football Club 1909,600000.0,6000000.0
Estanis,Pedrola,Estanis Pedrola,2024,estanis-pedrola,Spain,2003-08-24 00:00:00,Left Winger,Attack,right,185.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/913539-1739282524.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/estanis-pedrola/profil/spieler/913539,Bologna Football Club 1909,500000.0,500000.0
Naïm,Byar,Naïm Byar,2024,naim-byar,France,2005-02-23 00:00:00,Central Midfield,Midfield,right,182.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/967148-1725266453.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/naim-byar/profil/spieler/967148,Bologna Football Club 1909,500000.0,500000.0
Tommaso,Ravaglioli,Tommaso Ravaglioli,2024,tommaso-ravaglioli,Italy,2006-02-20 00:00:00,Left Winger,Attack,right,,,https://img.a.transfermarkt.technology/portrait/header/997909-1739283572.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/tommaso-ravaglioli/profil/spieler/997909,Bologna Football Club 1909,400000.0,650000.0
Kevin,Bonifazi,Kevin Bonifazi,2025,kevin-bonifazi,Italy,1996-05-19 00:00:00,Centre-Back,Defender,right,187.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/247377-1663656615.jpg?lm=1,7.0,0.0,https://www.transfermarkt.co.uk/kevin-bonifazi/profil/spieler/247377,Bologna Football Club 1909,300000.0,7000000.0
Riccardo,Stivanello,Riccardo Stivanello,2023,riccardo-stivanello,Italy,2004-04-24 00:00:00,Centre-Back,Defender,right,188.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/818882-1642491925.jpg?lm=1,,,https://www.transfermarkt.co.uk/riccardo-stivanello/profil/spieler/818882,Bologna Football Club 1909,200000.0,250000.0
Nicola,Bagnolini,Nicola Bagnolini,2024,nicola-bagnolini,Italy,2004-03-14 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/818892-1673251900.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/nicola-bagnolini/profil/spieler/818892,Bologna Football Club 1909,200000.0,200000.0
Flavio,Ferrari,Flavio Ferrari,2024,flavio-ferrari,Italy,2006-01-31 00:00:00,Left Winger,Attack,right,,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1055075-1760451263.jpg?lm=1,,,https://www.transfermarkt.co.uk/flavio-ferrari/profil/spieler/1055075,Bologna Football Club 1909,200000.0,200000.0
Tito,Gasperini,Tito Gasperini,2023,tito-gasperini,Italy,2006-03-09 00:00:00,Goalkeeper,Goalkeeper,,,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,https://www.transfermarkt.co.uk/tito-gasperini/profil/spieler/882995,Bologna Football Club 1909,,
Emre,Can,Emre Can,2025,emre-can,Germany,1994-01-12 00:00:00,Centre-Back,Defender,right,186.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/119296-1709561046.jpg?lm=1,48.0,2.0,https://www.transfermarkt.co.uk/emre-can/profil/spieler/119296,Borussia Dortmund,3000000.0,40000000.0
Yannik,Engelhardt,Yannik Engelhardt,2025,yannik-engelhardt,Germany,2001-02-07 00:00:00,Defensive Midfield,Midfield,right,184.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/405670-1760966867.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/yannik-engelhardt/profil/spieler/405670,Borussia Verein für Leibesübungen 1900 Mönchengladbach,7000000.0,7000000.0
Kevin,Diks,Kevin Diks,2025,kevin-diks,Netherlands,1996-10-06 00:00:00,Centre-Back,Defender,right,186.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/335209-1760966816.jpg?lm=1,12.0,2.0,https://www.transfermarkt.co.uk/kevin-diks/profil/spieler/335209,Borussia Verein für Leibesübungen 1900 Mönchengladbach,5000000.0,5000000.0
Michael,Kayode,Michael Kayode,2025,michael-kayode,Italy,2004-07-10 00:00:00,Right-Back,Defender,right,179.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/823486-1725531169.jpg?lm=1,10.0,0.0,https://www.transfermarkt.co.uk/michael-kayode/profil/spieler/823486,Brentford Football Club,40000000.0,40000000.0
Mikkel,Damsgaard,Mikkel Damsgaard,2025,mikkel-damsgaard,Denmark,2000-07-03 00:00:00,Attacking Midfield,Midfield,right,180.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/540941-1668183899.jpg?lm=1,40.0,8.0,https://www.transfermarkt.co.uk/mikkel-damsgaard/profil/spieler/540941,Brentford Football Club,30000000.0,30000000.0
Aaron,Hickey,Aaron Hickey,2025,aaron-hickey,Scotland,2002-06-10 00:00:00,Right-Back,Defender,both,185.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/591949-1780070754.jpg?lm=1,22.0,0.0,https://www.transfermarkt.co.uk/aaron-hickey/profil/spieler/591949,Brentford Football Club,16000000.0,30000000.0
,Igor Julio,Igor Julio,2025,igor-julio,Brazil,1998-02-07 00:00:00,Centre-Back,Defender,left,188.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/380350-1700737326.jpg?lm=1,,,https://www.transfermarkt.co.uk/igor-julio/profil/spieler/380350,Brighton and Hove Albion Football Club,10000000.0,22000000.0
Ben,Godfrey,Ben Godfrey,2025,ben-godfrey,England,1998-01-15 00:00:00,Centre-Back,Defender,right,184.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/343475-1700739275.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/ben-godfrey/profil/spieler/343475,Brøndby Idrætsforening,5000000.0,25000000.0
Benjamin,Tahirović,Benjamin Tahirović,2025,benjamin-tahirovic,Sweden,2003-03-03 00:00:00,Central Midfield,Midfield,right,191.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/787907-1698670879.jpg?lm=1,31.0,2.0,https://www.transfermarkt.co.uk/benjamin-tahirovic/profil/spieler/787907,Brøndby Idrætsforening,4500000.0,6000000.0
Luis,Binks,Luis Binks,2025,luis-binks,England,2001-09-02 00:00:00,Centre-Back,Defender,left,190.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/471004-1656261737.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/luis-binks/profil/spieler/471004,Brøndby Idrætsforening,3500000.0,3500000.0
Loum,Tchaouna,Loum Tchaouna,2025,loum-tchaouna,Chad,2003-09-08 00:00:00,Right Winger,Attack,left,180.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/607226-1695710683.jpg?lm=1,10.0,1.0,https://www.transfermarkt.co.uk/loum-tchaouna/profil/spieler/607226,Burnley Football Club,13000000.0,15000000.0
Axel,Tuanzebe,Axel Tuanzebe,2025,axel-tuanzebe,DR Congo,1997-11-14 00:00:00,Centre-Back,Defender,right,188.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/342046-1774470130.jpg?lm=1,15.0,1.0,https://www.transfermarkt.co.uk/axel-tuanzebe/profil/spieler/342046,Burnley Football Club,5000000.0,10000000.0
Kyle,Walker,Kyle Walker,2025,kyle-walker,England,1990-05-28 00:00:00,Right-Back,Defender,right,183.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/95424-1668090663.jpg?lm=1,96.0,1.0,https://www.transfermarkt.co.uk/kyle-walker/profil/spieler/95424,Burnley Football Club,1500000.0,50000000.0
Darwin,Machís,Darwin Machís,2025,darwin-machis,Venezuela,1993-02-07 00:00:00,Left Winger,Attack,right,170.0,2027-12-31 00:00:00,https://img.a.transfermarkt.technology/portrait/header/211251-1719836851.jpg?lm=1,52.0,11.0,https://www.transfermarkt.co.uk/darwin-machis/profil/spieler/211251,CD América de Cali,350000.0,10000000.0
Matija,Nastasić,Matija Nastasić,2024,matija-nastasic,Yugoslavia (Republic),1993-03-28 00:00:00,Centre-Back,Defender,left,187.0,,https://img.a.transfermarkt.technology/portrait/header/143559-1531813376.jpg?lm=1,34.0,0.0,https://www.transfermarkt.co.uk/matija-nastasic/profil/spieler/143559,CD Leganés,1500000.0,22000000.0
Marco,Palestra,Marco Palestra,2025,marco-palestra,Italy,2005-03-03 00:00:00,Right-Back,Defender,both,186.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/895937-1704902310.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/marco-palestra/profil/spieler/895937,Cagliari Calcio,35000000.0,35000000.0
Elia,Caprile,Elia Caprile,2025,elia-caprile,Italy,2001-08-25 00:00:00,Goalkeeper,Goalkeeper,right,191.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/421873-1704902651.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/elia-caprile/profil/spieler/421873,Cagliari Calcio,15000000.0,15000000.0
Sebastiano,Esposito,Sebastiano Esposito,2025,sebastiano-esposito,Italy,2002-07-02 00:00:00,Second Striker,Attack,right,183.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/538918-1730127469.jpg?lm=1,13.0,1.0,https://www.transfermarkt.co.uk/sebastiano-esposito/profil/spieler/538918,Cagliari Calcio,15000000.0,15000000.0
Semih,Kılıçsoy,Semih Kılıçsoy,2025,semih-kilicsoy,Türkiye,2005-08-15 00:00:00,Centre-Forward,Attack,right,178.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/875334-1774624387.jpeg?lm=1,12.0,6.0,https://www.transfermarkt.co.uk/semih-kilicsoy/profil/spieler/875334,Cagliari Calcio,11000000.0,15000000.0
Juan,Rodríguez,Juan Rodríguez,2025,juan-rodriguez,Uruguay,2005-05-30 00:00:00,Centre-Back,Defender,left,190.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1228231-1767769559.jpg?lm=1,9.0,1.0,https://www.transfermarkt.co.uk/juan-rodriguez/profil/spieler/1228231,Cagliari Calcio,10000000.0,10000000.0
Michel,Adopo,Michel Adopo,2025,michel-adopo,France,2000-07-19 00:00:00,Central Midfield,Midfield,right,187.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/564305-1730186534.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/michel-adopo/profil/spieler/564305,Cagliari Calcio,7000000.0,7000000.0
Adam,Obert,Adam Obert,2025,adam-obert,Slovakia,2002-08-23 00:00:00,Left-Back,Defender,left,188.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/568333-1695033793.jpg?lm=1,21.0,1.0,https://www.transfermarkt.co.uk/adam-obert/profil/spieler/568333,Cagliari Calcio,7000000.0,7000000.0
Paul,Mendy,Paul Mendy,2025,paul-mendy,Senegal,2007-01-13 00:00:00,Centre-Forward,Attack,left,,2031-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1371793-1757603190.jpg?lm=1,,,https://www.transfermarkt.co.uk/paul-mendy/profil/spieler/1371793,Cagliari Calcio,7000000.0,7000000.0
Gianluca,Gaetano,Gianluca Gaetano,2025,gianluca-gaetano,Italy,2000-05-05 00:00:00,Defensive Midfield,Midfield,right,183.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/358008-1757604842.jpg?lm=1,3.0,1.0,https://www.transfermarkt.co.uk/gianluca-gaetano/profil/spieler/358008,Cagliari Calcio,6500000.0,6500000.0
Alberto,Dossena,Alberto Dossena,2025,alberto-dossena,Italy,1998-10-13 00:00:00,Centre-Back,Defender,right,195.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/385394-1686510717.jpg?lm=1,,,https://www.transfermarkt.co.uk/alberto-dossena/profil/spieler/385394,Cagliari Calcio,6000000.0,8000000.0
Ibrahim,Sulemana,Ibrahim Sulemana,2025,ibrahim-sulemana,Ghana,2003-05-22 00:00:00,Defensive Midfield,Midfield,right,180.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/982267-1695033715.jpg?lm=1,7.0,0.0,https://www.transfermarkt.co.uk/ibrahim-sulemana/profil/spieler/982267,Cagliari Calcio,6000000.0,7000000.0
Michael,Folorunsho,Michael Folorunsho,2025,michael-folorunsho,Italy,1998-02-07 00:00:00,Central Midfield,Midfield,right,190.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/377042-1722173196.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/michael-folorunsho/profil/spieler/377042,Cagliari Calcio,5000000.0,8500000.0
Riyad,Idrissi,Riyad Idrissi,2025,riyad-idrissi,Italy,2005-06-13 00:00:00,Left-Back,Defender,left,182.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/885226-1730128832.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/riyad-idrissi/profil/spieler/885226,Cagliari Calcio,4000000.0,4000000.0
Joseph,Liteta,Joseph Liteta,2025,joseph-liteta,,2006-02-22 00:00:00,Central Midfield,Midfield,right,175.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1134304-1752133481.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/joseph-liteta/profil/spieler/1134304,Cagliari Calcio,3500000.0,3500000.0
Gabriele,Zappa,Gabriele Zappa,2025,gabriele-zappa,Italy,1999-12-22 00:00:00,Right-Back,Defender,right,187.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/392569-1695033763.jpg?lm=1,4.0,0.0,https://www.transfermarkt.co.uk/gabriele-zappa/profil/spieler/392569,Cagliari Calcio,3000000.0,7000000.0
,Zé Pedro,Zé Pedro,2025,ze-pedro,Portugal,1997-06-06 00:00:00,Centre-Back,Defender,right,187.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/406151-1756792343.jpg?lm=1,,,https://www.transfermarkt.co.uk/ze-pedro/profil/spieler/406151,Cagliari Calcio,3000000.0,4000000.0
Gennaro,Borrelli,Gennaro Borrelli,2025,gennaro-borrelli,Italy,2000-03-10 00:00:00,Centre-Forward,Attack,right,194.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/459988-1756452626.jpg?lm=1,1.0,1.0,https://www.transfermarkt.co.uk/gennaro-borrelli/profil/spieler/459988,Cagliari Calcio,3000000.0,3000000.0
Yerry,Mina,Yerry Mina,2025,yerry-mina,Colombia,1994-09-23 00:00:00,Centre-Back,Defender,right,195.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/289446-1730186402.jpg?lm=1,54.0,8.0,https://www.transfermarkt.co.uk/yerry-mina/profil/spieler/289446,Cagliari Calcio,2500000.0,30000000.0
Mattia,Felici,Mattia Felici,2025,mattia-felici,Italy,2001-04-17 00:00:00,Left Winger,Attack,right,182.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/600041-1730125232.jpg?lm=1,,,https://www.transfermarkt.co.uk/mattia-felici/profil/spieler/600041,Cagliari Calcio,2500000.0,3000000.0
Agustín,Albarracín,Agustín Albarracín,2025,agustin-albarracin,Uruguay,2005-08-29 00:00:00,Left Winger,Attack,left,178.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1104206-1769528142.png?lm=1,12.0,1.0,https://www.transfermarkt.co.uk/agustin-albarracin/profil/spieler/1104206,Cagliari Calcio,2300000.0,2300000.0
Yael,Trepy,Yael Trepy,2025,yael-trepy,France,2006-05-20 00:00:00,Centre-Forward,Attack,left,191.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1099924-1757602928.jpg?lm=1,,,https://www.transfermarkt.co.uk/yael-trepy/profil/spieler/1099924,Cagliari Calcio,2000000.0,2000000.0
Andrea,Belotti,Andrea Belotti,2025,andrea-belotti,Italy,1993-12-20 00:00:00,Centre-Forward,Attack,right,181.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/167727-1663581136.jpg?lm=1,44.0,12.0,https://www.transfermarkt.co.uk/andrea-belotti/profil/spieler/167727,Cagliari Calcio,1500000.0,40000000.0
Alessandro,Deiola,Alessandro Deiola,2025,alessandro-deiola,Italy,1995-08-01 00:00:00,Central Midfield,Midfield,right,190.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/235931-1692964002.jpg?lm=1,,,https://www.transfermarkt.co.uk/alessandro-deiola/profil/spieler/235931,Cagliari Calcio,1500000.0,2000000.0
Luca,Mazzitelli,Luca Mazzitelli,2025,luca-mazzitelli,Italy,1995-11-15 00:00:00,Central Midfield,Midfield,right,184.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/226025-1730185840.jpg?lm=1,7.0,0.0,https://www.transfermarkt.co.uk/luca-mazzitelli/profil/spieler/226025,Cagliari Calcio,1200000.0,4000000.0
Tommaso,Augello,Tommaso Augello,2024,tommaso-augello,Italy,1994-08-30 00:00:00,Left-Back,Defender,left,180.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/284595-1663679538.jpg?lm=1,,,https://www.transfermarkt.co.uk/tommaso-augello/profil/spieler/284595,Cagliari Calcio,1200000.0,4000000.0
Mateusz,Wieteska,Mateusz Wieteska,2025,mateusz-wieteska,Poland,1997-02-11 00:00:00,Centre-Back,Defender,right,187.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/208172-1746022660.png?lm=1,6.0,0.0,https://www.transfermarkt.co.uk/mateusz-wieteska/profil/spieler/208172,Cagliari Calcio,1000000.0,4000000.0
Boris,Radunović,Boris Radunović,2023,boris-radunovic,Yugoslavia (Republic),1996-05-26 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/258482-1634222812.jpg?lm=1,,,https://www.transfermarkt.co.uk/boris-radunovic/profil/spieler/258482,Cagliari Calcio,1000000.0,1500000.0
Othniël,Raterink,Othniël Raterink,2025,othniel-raterink,Netherlands,2006-04-07 00:00:00,Right-Back,Defender,right,189.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/997478-1767882208.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/othniel-raterink/profil/spieler/997478,Cagliari Calcio,1000000.0,1000000.0
Alen,Sherri,Alen Sherri,2025,alen-sherri,Albania,1997-12-15 00:00:00,Goalkeeper,Goalkeeper,right,197.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/304144-1730124783.jpg?lm=1,3.0,0.0,https://www.transfermarkt.co.uk/alen-sherri/profil/spieler/304144,Cagliari Calcio,800000.0,1000000.0
Jakub,Jankto,Jakub Jankto,2024,jakub-jankto,Czech Republic,1996-01-19 00:00:00,Left Midfield,Midfield,left,184.0,,https://img.a.transfermarkt.technology/portrait/header/319160-1692962488.jpg?lm=1,45.0,4.0,https://www.transfermarkt.co.uk/jakub-jankto/profil/spieler/319160,Cagliari Calcio,800000.0,15000000.0
Alessandro,Di Pardo,Alessandro Di Pardo,2024,alessandro-di-pardo,Italy,1999-07-18 00:00:00,Right-Back,Defender,right,182.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/457674-1757665092.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/alessandro-di-pardo/profil/spieler/457674,Cagliari Calcio,800000.0,900000.0
Christos,Kourfalidis,Christos Kourfalidis,2023,christos-kourfalidis,Greece,2002-11-11 00:00:00,Central Midfield,Midfield,right,178.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/650224-1673251947.jpg?lm=1,,,https://www.transfermarkt.co.uk/christos-kourfalidis/profil/spieler/650224,Cagliari Calcio,800000.0,1000000.0
Paulo,Azzi,Paulo Azzi,2024,paulo-azzi,Brazil,1994-07-15 00:00:00,Left Midfield,Midfield,right,188.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/310527-1692963812.jpg?lm=1,,,https://www.transfermarkt.co.uk/paulo-azzi/profil/spieler/310527,Cagliari Calcio,750000.0,1600000.0
Leonardo,Pavoletti,Leonardo Pavoletti,2025,leonardo-pavoletti,Italy,1988-11-26 00:00:00,Centre-Forward,Attack,right,188.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/64793-1725530760.jpg?lm=1,1.0,1.0,https://www.transfermarkt.co.uk/leonardo-pavoletti/profil/spieler/64793,Cagliari Calcio,600000.0,13000000.0
Nicolas,Viola,Nicolas Viola,2024,nicolas-viola,Italy,1989-10-12 00:00:00,Attacking Midfield,Midfield,left,180.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/85393-1692962279.jpg?lm=1,7.0,3.0,https://www.transfermarkt.co.uk/nicolas-viola/profil/spieler/85393,Cagliari Calcio,500000.0,2100000.0
Marco,Mancosu,Marco Mancosu,2023,marco-mancosu,Italy,1988-08-22 00:00:00,Attacking Midfield,Midfield,right,177.0,,https://img.a.transfermarkt.technology/portrait/header/51736-1596031682.jpg?lm=1,,,https://www.transfermarkt.co.uk/marco-mancosu/profil/spieler/51736,Cagliari Calcio,400000.0,3000000.0
Alessandro,Vinciguerra,Alessandro Vinciguerra,2024,alessandro-vinciguerra,Italy,2005-08-18 00:00:00,Left Winger,Attack,right,167.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/885228-1747033715.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/alessandro-vinciguerra/profil/spieler/885228,Cagliari Calcio,400000.0,400000.0
Nicola,Pintus,Nicola Pintus,2024,nicola-pintus,Italy,2005-05-25 00:00:00,Centre-Back,Defender,right,189.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/885230-1745908959.jpg?lm=1,,,https://www.transfermarkt.co.uk/nicola-pintus/profil/spieler/885230,Cagliari Calcio,400000.0,400000.0
Andrea,Cogoni,Andrea Cogoni,2024,andrea-cogoni,,2006-07-04 00:00:00,Centre-Back,Defender,right,,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/979850-1757602706.jpg?lm=1,,,https://www.transfermarkt.co.uk/andrea-cogoni/profil/spieler/979850,Cagliari Calcio,400000.0,400000.0
Velizar-Iliya,Iliev,Velizar-Iliya Iliev,2024,velizar-iliya-iliev,Bulgaria,2005-07-20 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/927933-1752169209.jpeg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/velizar-iliya-iliev/profil/spieler/927933,Cagliari Calcio,250000.0,250000.0
Jacopo,Desogus,Jacopo Desogus,2023,jacopo-desogus,Italy,2002-10-01 00:00:00,Left Winger,Attack,right,174.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/610878-1654778065.jpg?lm=1,,,https://www.transfermarkt.co.uk/jacopo-desogus/profil/spieler/610878,Cagliari Calcio,200000.0,500000.0
Giuseppe,Ciocci,Giuseppe Ciocci,2025,giuseppe-ciocci,Italy,2002-01-24 00:00:00,Goalkeeper,Goalkeeper,right,193.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/535740-1767802954.jpg?lm=1,,,https://www.transfermarkt.co.uk/giuseppe-ciocci/profil/spieler/535740,Cagliari Calcio,100000.0,300000.0
Simone,Aresti,Simone Aresti,2023,simone-aresti,Italy,1986-03-15 00:00:00,Goalkeeper,Goalkeeper,right,187.0,,https://img.a.transfermarkt.technology/portrait/header/41912-1598859995.jpg?lm=1,,,https://www.transfermarkt.co.uk/simone-aresti/profil/spieler/41912,Cagliari Calcio,75000.0,350000.0
Henrijs,Auseklis,Henrijs Auseklis,2024,henrijs-auseklis,Latvia,2006-12-19 00:00:00,Goalkeeper,Goalkeeper,right,196.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1003925-1757602769.jpg?lm=1,5.0,0.0,https://www.transfermarkt.co.uk/henrijs-auseklis/profil/spieler/1003925,Cagliari Calcio,75000.0,75000.0
Florinel,Coman,Florinel Coman,2024,florinel-coman,Romania,1998-04-10 00:00:00,Left Winger,Attack,right,182.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/340982-1738110889.jpg?lm=1,20.0,2.0,https://www.transfermarkt.co.uk/florinel-coman/profil/spieler/340982,Cagliari Calcio,,
Nico,Paz,Nico Paz,2025,nico-paz,Spain,2004-09-08 00:00:00,Attacking Midfield,Midfield,left,185.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/948294-1699472504.jpg?lm=1,10.0,1.0,https://www.transfermarkt.co.uk/nico-paz/profil/spieler/948294,Calcio Como,80000000.0,80000000.0
Máximo,Perrone,Máximo Perrone,2025,maximo-perrone,Argentina,2003-01-07 00:00:00,Defensive Midfield,Midfield,left,177.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/668547-1681246573.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/maximo-perrone/profil/spieler/668547,Calcio Como,35000000.0,35000000.0
Martin,Baturina,Martin Baturina,2025,martin-baturina,Switzerland,2003-02-16 00:00:00,Attacking Midfield,Midfield,right,172.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/580451-1716240952.jpg?lm=1,21.0,2.0,https://www.transfermarkt.co.uk/martin-baturina/profil/spieler/580451,Calcio Como,30000000.0,30000000.0
Jacobo,Ramón,Jacobo Ramón,2025,jacobo-ramon,Spain,2005-01-06 00:00:00,Centre-Back,Defender,right,196.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/948278-1759837942.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/jacobo-ramon/profil/spieler/948278,Calcio Como,30000000.0,30000000.0
Assane,Diao,Assane Diao,2025,assane-diao,Senegal,2005-09-07 00:00:00,Left Winger,Attack,right,185.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1061282-1699273116.jpg?lm=1,5.0,0.0,https://www.transfermarkt.co.uk/assane-diao/profil/spieler/1061282,Calcio Como,30000000.0,30000000.0
Jesús,Rodríguez,Jesús Rodríguez,2025,jesus-rodriguez,Spain,2005-11-21 00:00:00,Left Winger,Attack,right,185.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1190411-1744375833.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/jesus-rodriguez/profil/spieler/1190411,Calcio Como,30000000.0,30000000.0
