id,nome,squadra_att,detentore_cartellino,club,quot_att_mantra,tipo_contratto,ruolo,costo,priorita,id_transfermarkt,data_nascita,scadenza_contratto
984,Stankovic A.,Svincolato,Svincolato,Inter,3,Svincolato,"{M,C}",0,1,780136.0,2005-08-03,2031-06-30
983,Colombo L.,Svincolato,Svincolato,Monza,3,Svincolato,"{M,C}",0,1,891869.0,2005-06-04,2029-06-30
982,Diallo O.,Svincolato,Svincolato,Parma,2,Svincolato,"{W,A}",0,1,962149.0,2007-06-12,2031-06-30
987,Gelli F.,Svincolato,Svincolato,Frosinone,3,Svincolato,"{C,T}",0,1,337811.0,1996-10-15,
981,Cichella,Svincolato,Svincolato,Frosinone,4,Svincolato,"{M,C}",0,1,927905.0,2005-10-04,
985,Fini ,Svincolato,Svincolato,Frosinone,3,Svincolato,{W},0,1,866250.0,2006-06-02,2027-06-30
883,Amorim,Svincolato,Svincolato,Genoa,5,Svincolato,"{M,C}",0,1,1082774.0,2005-05-18,2030-06-30
712,Hummels,Svincolato,Svincolato,Roma,0,Svincolato,{Dc},0,0,,,
773,Barba,Svincolato,Svincolato,Como,0,Svincolato,"{Ds,Dc}",0,0,,,
902,Vermesan,Svincolato,Svincolato,Verona,1,Svincolato,{Pc},0,0,,,
277,Ndiaye,Svincolato,Svincolato,Parma,2,Svincolato,{Dc},0,1,673514.0,2002-04-10,2029-06-30
317,Joao Mario,AC Ciaccati,AC Ciaccati,Fiorentina,3,Indeterminato,"{Dd,E}",1,1,537602.0,2000-01-03,2027-06-30
276,Kouadio,Svincolato,Svincolato,Monza,3,Svincolato,"{Dd,Dc}",0,1,957822.0,2006-05-07,2027-06-30
350,Pongracic,Al-Colizzati,Al-Colizzati,Fiorentina,4,Indeterminato,{Dc},10,1,282144.0,1997-09-11,2029-06-30
255,Mandragora,FC Pontos,FC Pontos,Torino,8,Indeterminato,{C},6,1,308279.0,1997-06-29,2029-06-30
185,Lobotka,Sborada,Sborada,Napoli,9,Indeterminato,"{M,C}",0,1,192735.0,1994-11-25,2027-06-30
221,Thorstvedt,AC Ciaccati,AC Ciaccati,Sassuolo,10,Indeterminato,"{C,T}",15,1,564785.0,1999-03-13,2027-06-30
171,Miretti,Svincolato,Diablitos FC,Juventus,3,Prestito Reale,"{C,T}",0,0,,,
262,Zaniolo,Metodo Monchi FC,Metodo Monchi FC,Udinese,17,Indeterminato,"{T,A}",23,1,392085.0,1999-07-02,2029-06-30
688,Faraoni,Svincolato,Svincolato,Verona,0,Svincolato,"{Dd,E}",0,0,,,
183,Sorensen O.,Svincolato,Svincolato,Parma,3,Svincolato,{C},0,0,,,
155,El Aynaoui,Svincolato,ZeroDayz FC,Roma,4,Prestito Reale,"{M,C}",16,0,,,
807,Cacace,Svincolato,Svincolato,Empoli,0,Svincolato,"{Ds,E}",0,0,,,
932,Cuenca A.,Svincolato,Svincolato,Como,1,Svincolato,"{Ds,Dc}",0,0,,,
332,Provstgaard,Metodo Monchi FC,Metodo Monchi FC,Lazio,4,Indeterminato,{Dc},1,1,644408.0,2003-06-04,2029-06-30
346,Olivera,Diaolo Porco,Diaolo Porco,Napoli,5,Indeterminato,"{B,Ds,E}",10,1,376514.0,1997-10-31,2030-06-30
366,Kolasinac,Svincolato,Svincolato,Atalanta,7,Svincolato,"{Ds,Dc}",0,1,94005.0,1993-06-20,2027-06-30
365,Obert,FC Pontos,FC Pontos,Cagliari,7,Indeterminato,"{B,Ds,E}",1,1,568333.0,2002-08-23,2030-06-30
369,Kamara H.,Sborada,Sborada,Udinese,9,Indeterminato,"{Ds,E}",5,1,290017.0,1994-03-05,2028-06-30
375,Gatti,CyberDucks,ZeroDayz FC,Juventus,4,Fanta-Prestito,{Dc},6,1,509022.0,1998-06-24,2030-06-30
945,Palmisani,Diablitos FC,Diablitos FC,Frosinone,5,Indeterminato,{Por},1,1,705355.0,2004-06-12,2029-06-30
968,Havel,Svincolato,Svincolato,Genoa,3,Svincolato,{Pc},0,1,566626.0,2003-04-16,2030-06-30
718,Selvik,Svincolato,Svincolato,Udinese,0,Svincolato,{Por},0,0,,,
227,Ricci S.,FC Pontos,FC Pontos,Como,4,Indeterminato,"{M,C}",17,1,467992.0,2001-08-21,2027-06-30
582,Mazza,Svincolato,Svincolato,Monza,0,Svincolato,{Por},0,0,,,
215,McKennie,Diablitos FC,Diablitos FC,Juventus,17,Indeterminato,"{C,T}",1,1,332697.0,1998-08-28,2030-06-30
264,De Bruyne,Al-Colizzati,Al-Colizzati,Napoli,16,Indeterminato,{T},49,1,88755.0,1991-06-28,2027-06-30
233,Samardzic,Metodo Monchi FC,Metodo Monchi FC,Atalanta,13,Indeterminato,"{C,T}",15,1,528833.0,2002-02-24,2029-06-30
285,Pieragnolo,Svincolato,Svincolato,Sassuolo,1,Svincolato,"{Ds,E}",0,1,691825.0,2003-01-03,2029-06-30
769,Badelj,Svincolato,Svincolato,Genoa,0,Svincolato,"{M,C}",0,0,,,
309,Goglichidze,Svincolato,Svincolato,Monza,3,Svincolato,"{Dd,Dc}",0,1,906160.0,2004-06-25,2027-06-30
302,Goldaniga,Svincolato,Svincolato,Como,1,Svincolato,{Dc},0,1,242940.0,1993-11-02,2028-06-30
297,Patric,Svincolato,Svincolato,Lazio,1,Svincolato,"{Dd,Dc}",1,1,126729.0,1993-04-17,2027-06-30
333,Otoa,Svincolato,Svincolato,Genoa,2,Svincolato,{Dc},0,1,890385.0,2004-05-13,2028-06-30
301,Sabelli,Diaolo Porco,Diaolo Porco,Genoa,2,Indeterminato,"{Dd,Ds,E}",1,1,167491.0,1993-01-13,2028-06-30
374,Pellegrini Lu.,Svincolato,Svincolato,Lazio,2,Svincolato,"{Ds,E}",0,1,346567.0,1999-03-07,2027-06-30
316,Ndaba,Svincolato,Svincolato,Lecce,2,Svincolato,"{Ds,E}",0,1,433329.0,1999-12-25,2028-06-30
169,Bondo,Diablitos FC,FC Sovescio,Cremonese,5,Fanta-Prestito,"{M,C}",0,0,,,
266,Orsolini,Al-Colizzati,Al-Colizzati,Bologna,24,Indeterminato,"{W,A}",67,1,368482.0,1997-01-24,2031-06-30
263,Rabiot,AC Ciaccati,AC Ciaccati,Milan,23,Indeterminato,"{C,T}",41,1,182913.0,1995-04-03,2028-06-30
331,Lazzari,FC Pontos,FC Pontos,Lazio,2,Indeterminato,"{Dd,E}",10,1,331401.0,1993-11-29,2027-06-30
295,Jean,Svincolato,Svincolato,Lecce,2,Svincolato,{Dc},0,1,805886.0,2000-02-19,2027-06-30
307,Troilo,Sborada,Sborada,Parma,3,Indeterminato,{Dc},1,1,1159864.0,2003-06-28,2030-06-30
272,Zè Pedro,Svincolato,Svincolato,Cagliari,6,Svincolato,"{Dd,Dc}",0,1,406151.0,1997-06-06,2028-06-30
361,Gaspar K.,Svincolato,Svincolato,Lecce,5,Svincolato,{Dc},5,1,836441.0,1997-09-27,2027-06-30
306,Nkounkou,Svincolato,Svincolato,Torino,2,Svincolato,"{Ds,E}",0,0,,,
181,Lorran,FC Pontos,FC Pontos,Pisa,3,Primavera,{T},0,0,,,
249,Bernabè,Metodo Monchi FC,Metodo Monchi FC,Parma,7,Indeterminato,{C},28,1,466802.0,2001-05-26,2027-06-30
164,Mazzitelli,Svincolato,Svincolato,Cagliari,10,Svincolato,"{M,C}",0,0,,,
247,Konè I.,Diablitos FC,Diablitos FC,Sassuolo,8,Indeterminato,{C},1,1,921655.0,2002-06-16,2030-06-30
248,Konè M.,AC Ciaccati,AC Ciaccati,Roma,11,Indeterminato,"{M,C}",18,1,624690.0,2001-05-17,2029-06-30
237,Isaksen,Diaolo Porco,Diaolo Porco,Lazio,8,Indeterminato,"{W,A}",1,1,462823.0,2001-04-19,2028-06-30
157,Ondrejka,Svincolato,Svincolato,Parma,4,Svincolato,"{W,A}",0,0,,,
222,Cristante,Diaolo Porco,Diaolo Porco,Roma,10,Indeterminato,"{M,C}",1,1,199248.0,1995-03-03,2028-06-30
235,Volpato,Svincolato,Svincolato,Sassuolo,9,Svincolato,"{W,T}",0,1,746891.0,2003-11-15,2028-06-30
219,Pasalic,ZeroDayz FC,ZeroDayz FC,Atalanta,8,Indeterminato,"{C,T}",25,1,205938.0,1995-02-09,2028-06-30
253,Perrone,Sborada,Sborada,Como,11,Indeterminato,"{M,C}",20,1,668547.0,2003-01-07,2029-06-30
259,Barella,Al-Colizzati,Al-Colizzati,Inter,18,Indeterminato,{C},51,1,255942.0,1997-02-07,2029-06-30
193,Payero,Svincolato,Svincolato,Cremonese,5,Svincolato,{C},0,0,,,
190,Prati,Svincolato,Diaolo Porco,Cagliari,4,Prestito Reale,"{M,C}",0,0,,,
162,Aebischer,Svincolato,Svincolato,Pisa,6,Svincolato,{C},5,0,,,
246,Atta,Al-Colizzati,Al-Colizzati,Fiorentina,15,Indeterminato,"{C,T}",12,1,855308.0,2003-01-14,2031-06-30
254,Neres,FC Pontos,FC Pontos,Napoli,6,Indeterminato,"{W,A}",30,1,469822.0,1997-03-03,2028-06-30
236,Berisha M.,Svincolato,Svincolato,Lecce,4,Svincolato,"{C,T}",0,1,583046.0,2003-10-21,2028-06-30
226,Loftus-Cheek,Sborada,Sborada,Milan,4,Indeterminato,"{C,T}",41,1,202886.0,1996-01-23,2027-06-30
228,Cataldi,Diaolo Porco,Diaolo Porco,Lazio,4,Indeterminato,"{M,C}",1,1,199733.0,1994-08-06,2027-06-30
234,Taylor K.,Diaolo Porco,Diaolo Porco,Lazio,13,Indeterminato,"{C,T}",36,1,470394.0,2002-05-16,2030-06-30
257,Vlasic,ZeroDayz FC,ZeroDayz FC,Torino,12,Indeterminato,{T},1,1,293200.0,1997-10-04,2027-06-30
244,Gudmundsson A.,Diablitos FC,Diablitos FC,Lazio,11,Indeterminato,"{T,A}",72,1,305947.0,1997-06-15,2027-06-30
267,Calhanoglu,Diablitos FC,Diablitos FC,Inter,29,Indeterminato,"{M,C}",65,1,126414.0,1994-02-08,2027-06-30
265,McTominay,CyberDucks,CyberDucks,Napoli,27,Indeterminato,"{C,T}",25,1,315969.0,1996-12-08,2028-06-30
238,Basic,Svincolato,Svincolato,Venezia,7,Svincolato,"{M,C}",0,1,334835.0,1996-11-25,2029-06-30
232,Felici,Svincolato,Svincolato,Cagliari,4,Svincolato,{W},0,1,600041.0,2001-04-17,2027-06-30
340,Nelsson,Svincolato,Svincolato,Verona,5,Svincolato,{Dc},1,0,,,
907,Mosconi,Svincolato,Svincolato,Inter,1,Svincolato,{A},0,0,,,
220,Serdar,Svincolato,Svincolato,Verona,6,Svincolato,{C},0,0,,,
389,Caracciolo A.,Svincolato,Svincolato,Pisa,6,Svincolato,{Dc},0,0,,,
210,Caqueret,AC Ciaccati,Diaolo Porco,Como,6,Fanta-Prestito,"{C,T}",6,1,395237.0,2000-02-15,2029-06-30
209,Ellertsson,AC Ciaccati,AC Ciaccati,Genoa,7,Indeterminato,"{E,C}",1,1,566615.0,2002-03-11,2029-06-30
199,Zhegrova,Diablitos FC,Diablitos FC,Juventus,5,Indeterminato,{W},50,1,496857.0,1999-03-31,2030-06-30
860,Stojanovic,Svincolato,Svincolato,Empoli,0,Svincolato,"{Dd,E}",0,0,,,
194,Casadei,ZeroDayz FC,ZeroDayz FC,Torino,9,Indeterminato,"{C,T}",23,1,622380.0,2003-01-10,2029-06-30
211,Matic,Svincolato,Svincolato,Sassuolo,6,Svincolato,"{M,C}",0,1,74683.0,1988-08-01,2027-06-30
817,Kouda,Svincolato,Svincolato,Parma,0,Svincolato,"{C,T}",0,0,,,
224,Coulibaly L.,Svincolato,Svincolato,Lecce,8,Svincolato,"{M,C}",0,1,386552.0,1996-04-10,2027-06-30
195,Akinsanmiro,Svincolato,Svincolato,Monza,7,Svincolato,{C},0,1,969192.0,2004-11-25,2027-06-30
202,Karlstrom,AC Ciaccati,AC Ciaccati,Udinese,8,Indeterminato,"{M,C}",1,1,222855.0,1995-06-21,2028-06-30
218,Pobega,Svincolato,Svincolato,Bologna,7,Svincolato,"{M,C}",1,1,392538.0,1999-07-15,2028-06-30
132,Belahyane,Svincolato,Svincolato,Lazio,2,Svincolato,"{M,C}",0,1,982855.0,2004-06-01,2029-06-30
182,Rowe,Diablitos FC,Diablitos FC,Atalanta,10,Indeterminato,"{W,T}",35,1,672381.0,2003-04-30,2027-06-30
217,Da Cunha,AC Ciaccati,AC Ciaccati,Como,18,Indeterminato,"{C,T}",14,1,495667.0,2001-06-09,2031-06-30
216,Kostic,Svincolato,Svincolato,Juventus,9,Svincolato,"{E,W}",1,0,,,
450,Terracciano F.,Al-Colizzati,Al-Colizzati,Milan,3,Indeterminato,"{B,Dd,Ds}",1,1,631007.0,2003-02-08,2028-06-30
327,Candè,Svincolato,Svincolato,Sassuolo,3,Svincolato,"{Ds,Dc}",0,1,520530.0,1998-01-24,2029-06-30
168,Musah,Svincolato,Svincolato,Milan,3,Svincolato,"{C,W}",0,1,503991.0,2002-11-29,2028-06-30
206,Fadera,Svincolato,Svincolato,Cagliari,2,Svincolato,{W},0,1,749552.0,2001-11-03,2027-06-30
163,Gandelman,Svincolato,Svincolato,Lecce,4,Svincolato,"{C,T}",1,1,780548.0,2000-05-16,2029-06-30
905,Braschi,Svincolato,Svincolato,Fiorentina,2,Svincolato,{Pc},0,0,,,
270,Arizala,Svincolato,Svincolato,Udinese,4,Svincolato,"{Ds,E}",0,1,1118347.0,2005-10-10,2030-06-30
203,Folorunsho,ZeroDayz FC,Sborada,Monza,4,Fanta-Prestito,"{C,T}",4,1,377042.0,1998-02-07,2027-06-30
354,Bella-Kotchap,ZeroDayz FC,ZeroDayz FC,Venezia,5,Indeterminato,{Dc},4,1,467563.0,2001-12-11,2030-06-30
175,Deiola,Svincolato,Svincolato,Cagliari,3,Svincolato,"{M,C}",0,1,235931.0,1995-08-01,2029-06-30
192,Bailey,Svincolato,Svincolato,Roma,0,Svincolato,"{W,A}",25,0,,,
197,Fagioli,Metodo Monchi FC,Metodo Monchi FC,Fiorentina,8,Indeterminato,"{M,C}",0,1,432090.0,2001-02-12,2028-06-30
198,De Roon,Sborada,Sborada,Roma,4,Indeterminato,"{M,C}",11,1,133179.0,1991-03-29,2028-06-30
204,Moro N.,Svincolato,Svincolato,Bologna,4,Svincolato,"{M,C}",0,1,316934.0,1998-03-12,2027-06-30
152,Oristanio,CyberDucks,Metodo Monchi FC,Torino,6,Fanta-Prestito,"{W,T}",0,1,613393.0,2002-09-28,2027-06-30
131,Dele-Bashiru,FC Sovescio,FC Sovescio,Lazio,5,Indeterminato,"{C,T}",1,1,530742.0,2001-02-06,2028-06-30
231,Sucic P.,Diablitos FC,Diablitos FC,Inter,9,Indeterminato,{C},21,1,668207.0,2003-10-25,2030-06-30
305,Faye,Svincolato,Svincolato,Cremonese,1,Svincolato,{Dc},0,0,,,
208,Fofana Y.,Svincolato,CyberDucks,Milan,6,Prestito Reale,"{M,C}",12,0,,,
44,Fullkrug,Svincolato,Svincolato,Milan,10,Svincolato,{Pc},0,0,,,
146,Estevez,Svincolato,Svincolato,Parma,5,Svincolato,"{M,C}",0,0,,,
230,Locatelli,Al-Colizzati,Al-Colizzati,Juventus,10,Indeterminato,"{M,C}",3,1,265088.0,1998-01-08,2030-06-30
142,Iannoni,Svincolato,Svincolato,Sassuolo,1,Svincolato,"{M,C}",0,0,,,
176,Bernardeschi,Diablitos FC,Diablitos FC,Bologna,10,Indeterminato,"{W,T}",1,1,197300.0,1994-02-16,2027-06-30
1007,Mora,Svincolato,Svincolato,Roma,19,Svincolato,{T},0,1,957653.0,2007-05-05,2031-06-30
184,Keita M.,ZeroDayz FC,ZeroDayz FC,Parma,6,Indeterminato,"{M,C}",1,1,707844.0,2002-05-10,2029-06-30
393,Ranieri L.,Svincolato,Svincolato,Fiorentina,3,Svincolato,"{Ds,Dc}",1,1,346561.0,1999-04-23,2028-06-30
141,Gineitis,CyberDucks,CyberDucks,Torino,6,Indeterminato,"{M,C}",0,1,798929.0,2004-04-15,2029-06-30
200,Piotrowski,Svincolato,Svincolato,Udinese,7,Svincolato,"{M,C}",0,1,377243.0,1997-10-04,2029-06-30
120,Collocolo,Svincolato,Svincolato,Cremonese,2,Svincolato,"{M,C}",1,0,,,
173,Luis Henrique,Diaolo Porco,Diaolo Porco,Inter,6,Indeterminato,"{E,W}",2,1,691316.0,2001-12-14,2030-06-30
139,Jashari,FC Sovescio,FC Sovescio,Milan,5,Indeterminato,"{M,C}",32,1,608172.0,2002-07-30,2030-06-30
145,Sohm,CyberDucks,CyberDucks,Venezia,5,Indeterminato,{C},2,1,507486.0,2001-04-11,2027-06-30
812,Cerri,Svincolato,Svincolato,Como,0,Svincolato,{Pc},0,0,,,
135,Fazzini,CyberDucks,CyberDucks,Cagliari,7,Indeterminato,"{C,T}",0,1,691482.0,2003-03-16,2027-06-30
187,Zerbin,Svincolato,Svincolato,Frosinone,5,Svincolato,{W},0,1,433584.0,1999-03-03,2029-06-30
313,Masina,Svincolato,Svincolato,Torino,2,Svincolato,"{B,Ds,E}",0,0,,,
601,Alvarez A.,Svincolato,Svincolato,Sassuolo,0,Svincolato,{Pc},0,0,,,
271,Palacios T.,Svincolato,Svincolato,Inter,0,Svincolato,{Dc},0,0,,,
75,Bonazzoli,Svincolato,Svincolato,Cremonese,22,Svincolato,{A},0,0,,,
59,Moreo,Svincolato,Svincolato,Pisa,16,Svincolato,{A},0,0,,,
76,Vardy,Svincolato,Svincolato,Cremonese,16,Svincolato,{Pc},1,0,,,
188,Pierotti,Svincolato,Svincolato,Lecce,5,Svincolato,{W},1,1,674806.0,2001-04-03,2027-06-30
1008,Favasuli,FC Sovescio,Diablitos FC,Napoli,4,Fanta-Prestito,"{Dd,Ds,E}",1,1,820635.0,2004-04-26,2027-06-30
108,Adzic,Metodo Monchi FC,Metodo Monchi FC,Sassuolo,6,Primavera,"{C,T}",0,1,944570.0,2006-05-12,2027-06-30
174,Ndour,Sborada,Sborada,Fiorentina,7,Indeterminato,{C},0,1,651005.0,2004-07-27,2029-06-30
196,Frendrup,ZeroDayz FC,ZeroDayz FC,Genoa,8,Indeterminato,"{M,C}",17,1,503871.0,2001-04-07,2028-06-30
159,Koopmeiners,CyberDucks,CyberDucks,Juventus,7,Indeterminato,"{C,T}",55,1,360518.0,1998-02-28,2029-06-30
148,Rovella,Diaolo Porco,Diaolo Porco,Lazio,8,Indeterminato,"{M,C}",0,1,525704.0,2001-12-04,2028-06-30
161,Ferguson,Diablitos FC,Diablitos FC,Bologna,8,Indeterminato,"{M,C}",11,1,428563.0,1999-08-24,2028-06-30
191,Adopo,Svincolato,Svincolato,Cagliari,8,Svincolato,"{M,C}",0,1,564305.0,2000-07-19,2029-06-30
165,Baldanzi,FC Sovescio,FC Sovescio,Genoa,10,Indeterminato,{T},0,1,641537.0,2003-03-23,2027-06-30
151,Maldini,Diablitos FC,Diablitos FC,Cagliari,6,Indeterminato,"{T,A}",13,1,539134.0,2001-10-11,2027-06-30
140,Ilic,Svincolato,Svincolato,Lecce,1,Svincolato,"{M,C}",10,1,470794.0,2001-03-17,2027-06-30
129,Maleh,Svincolato,Svincolato,Lecce,3,Svincolato,"{M,C}",0,1,324377.0,1998-08-22,2027-06-30
125,Miller L.,Sborada,Sborada,Udinese,4,Indeterminato,"{M,C}",0,1,924857.0,2006-08-25,2030-06-30
179,Brescianini,Svincolato,Svincolato,Fiorentina,3,Svincolato,"{C,T}",0,1,459128.0,2000-01-20,2030-06-30
160,Masini,Svincolato,Svincolato,Frosinone,3,Svincolato,"{M,C}",1,1,459665.0,2001-01-27,2027-06-30
177,Fabbian,CyberDucks,CyberDucks,Parma,4,Indeterminato,"{C,T}",36,1,633668.0,2003-01-14,2027-06-30
172,Mkhitaryan,Diaolo Porco,Diaolo Porco,Inter,4,Indeterminato,{C},11,1,55735.0,1989-01-21,2027-06-30
137,Nicolussi Caviglia,Svincolato,Svincolato,Parma,6,Svincolato,"{M,C}",1,1,430280.0,2000-06-18,2030-06-30
143,Pisilli,FC Sovescio,FC Sovescio,Roma,7,Indeterminato,{C},0,1,813137.0,2004-09-23,2029-06-30
136,Elmas,ZeroDayz FC,ZeroDayz FC,Atalanta,7,Indeterminato,"{W,T}",9,1,400489.0,1999-09-24,2027-06-30
68,Cambiaghi,ZeroDayz FC,ZeroDayz FC,Bologna,7,Indeterminato,"{W,A}",0,1,459151.0,2000-12-28,2029-06-30
240,Gaetano,Al-Colizzati,Al-Colizzati,Atalanta,8,Indeterminato,"{M,C}",2,1,358008.0,2000-05-05,2031-06-30
242,Zalewski,Al-Colizzati,Al-Colizzati,Atalanta,6,Indeterminato,{W},23,1,550108.0,2002-01-23,2029-06-30
74,Simeone,Diaolo Porco,Diaolo Porco,Torino,14,Indeterminato,{Pc},3,1,282388.0,1995-07-05,2028-06-30
57,Pinamonti,FC Pontos,FC Pontos,Lazio,11,Indeterminato,{Pc},30,1,315865.0,1999-05-19,2031-06-30
86,Yildiz,Diablitos FC,Diablitos FC,Juventus,23,Indeterminato,{A},46,1,845654.0,2005-05-04,2030-06-30
214,Politano,AC Ciaccati,AC Ciaccati,Napoli,8,Indeterminato,{W},25,1,165895.0,1993-08-03,2028-06-30
213,Ekkelenkamp,AC Ciaccati,AC Ciaccati,Udinese,12,Indeterminato,"{C,T}",2,1,361068.0,2000-04-05,2029-06-30
78,Berardi,Metodo Monchi FC,Metodo Monchi FC,Sassuolo,20,Indeterminato,{A},56,1,177843.0,1994-08-01,2029-06-30
64,De Ketelaere,Metodo Monchi FC,Metodo Monchi FC,Atalanta,18,Indeterminato,{A},70,1,435772.0,2001-03-10,2028-06-30
63,Esposito F.P.,Sborada,Sborada,Inter,17,Indeterminato,{Pc},0,1,930781.0,2005-06-28,2030-06-30
731,Raspadori,AC Ciaccati,CyberDucks,Atalanta,15,Fanta-Prestito,{A},19,1,405885.0,2000-02-18,2030-06-30
73,Pellegrino M.,Al-Colizzati,AC Ciaccati,Fiorentina,14,Fanta-Prestito,{Pc},1,1,856530.0,2001-10-22,2031-06-30
871,Fofana Sa.,Svincolato,Svincolato,Lecce,1,Svincolato,"{M,C}",0,1,644613.0,2003-05-16,2029-06-30
872,Malen,Sborada,Sborada,Roma,38,Indeterminato,{Pc},66,1,326029.0,1999-01-19,2030-06-30
116,Helgason,Svincolato,Svincolato,Venezia,3,Svincolato,"{C,T}",0,1,488996.0,2000-09-28,2029-06-30
100,Sulemana I.,Svincolato,Svincolato,Sassuolo,3,Svincolato,"{M,C}",0,1,982267.0,2003-05-22,2027-06-30
134,Messias,Svincolato,Svincolato,Genoa,4,Svincolato,"{W,T}",0,1,449151.0,1991-05-13,2027-06-30
149,Frattesi,Metodo Monchi FC,Metodo Monchi FC,Lazio,10,Indeterminato,"{C,T}",16,1,394300.0,1999-09-22,2027-06-30
205,Ederson D.S.,FC Sovescio,FC Sovescio,Atalanta,13,Indeterminato,"{M,C}",0,1,607854.0,1999-07-07,2031-06-30
189,Baturina,ZeroDayz FC,ZeroDayz FC,Como,19,Indeterminato,{T},33,1,580451.0,2003-02-16,2030-06-30
322,Casale,Svincolato,Svincolato,Bologna,3,Svincolato,{Dc},0,1,389837.0,1998-02-14,2028-06-30
352,Floriani Mussolini,Svincolato,Svincolato,Lazio,4,Svincolato,"{Dd,E}",0,1,708086.0,2003-01-27,2028-06-30
358,Rensch,FC Sovescio,FC Sovescio,Roma,6,Indeterminato,"{B,Dd,E}",1,1,557407.0,2003-01-18,2029-06-30
373,Tavares N.,Sborada,Sborada,Lazio,7,Indeterminato,"{Ds,E}",5,1,535955.0,2000-01-26,2029-06-30
28,Buksa,Svincolato,Svincolato,Udinese,2,Svincolato,{Pc},0,0,,,
84,Leao,Svincolato,Svincolato,Milan,19,Svincolato,{A},107,0,,,
51,Nkunku,Svincolato,FC Sovescio,Milan,14,Prestito Reale,{A},53,0,,,
863,El Haddad,Svincolato,Svincolato,Venezia,0,Svincolato,{T},0,0,,,
381,Ahanor,Svincolato,CyberDucks,Atalanta,6,Prestito Reale,"{B,Ds,E}",0,0,,,
478,Scuffet,Svincolato,Svincolato,Pisa,1,Svincolato,{Por},1,0,,,
150,Grassi,Svincolato,Svincolato,Cremonese,5,Svincolato,"{M,C}",0,0,,,
47,Cancellieri,Svincolato,Svincolato,Lazio,8,Svincolato,"{W,A}",1,1,550106.0,2002-02-12,2027-06-30
421,Luperto,Svincolato,Svincolato,Cremonese,8,Svincolato,{Dc},8,0,,,
1010,Moreira,FC Pontos,FC Pontos,Milan,11,Indeterminato,"{E,W}",91,1,655006.0,2004-08-06,2031-06-30
79,Douvikas,Al-Colizzati,Al-Colizzati,Como,22,Indeterminato,{Pc},10,1,523318.0,1999-08-02,2029-06-30
77,Scamacca,CyberDucks,CyberDucks,Atalanta,18,Indeterminato,{Pc},11,1,315867.0,1999-01-01,2028-06-30
459,Palestra,Svincolato,Svincolato,Cagliari,16,Svincolato,{E},0,0,,,
251,Conceicao,AC Ciaccati,AC Ciaccati,Juventus,12,Indeterminato,"{W,A}",3,1,487474.0,2002-12-14,2030-06-30
53,Bonny,AC Ciaccati,AC Ciaccati,Inter,6,Indeterminato,{Pc},0,1,827734.0,2003-10-25,2030-06-30
88,Cremaschi,Svincolato,Svincolato,Parma,2,Svincolato,"{E,C}",0,1,999127.0,2005-03-02,2031-06-30
82,Soulè,Metodo Monchi FC,Metodo Monchi FC,Roma,14,Indeterminato,{A},67,1,668951.0,2003-04-15,2029-06-30
80,Davis K.,AC Ciaccati,AC Ciaccati,Udinese,19,Indeterminato,{Pc},12,1,412660.0,1998-02-13,2031-06-30
225,Malinovskyi,Svincolato,Svincolato,Genoa,15,Svincolato,"{C,T}",6,0,,,
81,Castro S.,Diablitos FC,Diablitos FC,Roma,13,Indeterminato,{Pc},0,1,849520.0,2004-09-18,2031-06-30
112,Anjorin,Svincolato,Svincolato,Torino,1,Svincolato,"{C,T}",1,1,433181.0,2001-11-23,2028-06-30
114,Boloca,Svincolato,Svincolato,Sassuolo,2,Svincolato,"{M,C}",0,1,441515.0,1998-12-22,2028-06-30
111,Zarraga,Svincolato,Svincolato,Udinese,2,Svincolato,"{M,C}",0,1,524010.0,1999-01-04,2027-06-30
128,Ordonez C.,Svincolato,Svincolato,Parma,3,Svincolato,"{M,C}",0,1,1043646.0,2004-07-24,2030-06-30
67,Esposito Se.,ZeroDayz FC,ZeroDayz FC,Sassuolo,13,Indeterminato,{A},1,1,538918.0,2002-07-02,2027-06-30
510,Semper,Svincolato,Svincolato,Pisa,7,Svincolato,{Por},1,0,,,
743,Plizzari,Svincolato,Svincolato,Venezia,0,Svincolato,{Por},0,0,,,
678,Akinsamiro,Svincolato,Svincolato,Pisa,0,Svincolato,"{C,T}",0,0,,,
107,Ilkhan,Svincolato,Svincolato,Torino,5,Svincolato,"{M,C}",0,1,743091.0,2004-06-01,2027-06-30
691,Reijnders,Svincolato,Svincolato,Milan,0,Svincolato,{C},0,0,,,
87,Martinez L.,FC Sovescio,FC Sovescio,Inter,33,Indeterminato,{Pc},127,1,406625.0,1997-08-22,2029-06-30
868,Ngom,Svincolato,Svincolato,Lecce,5,Svincolato,"{M,C}",0,1,980575.0,2004-03-09,2029-06-30
336,De Silvestri,Svincolato,Svincolato,Bologna,1,Svincolato,"{Dd,E}",0,1,33571.0,1988-05-23,2027-06-30
756,Bellemo,Svincolato,Svincolato,Como,0,Svincolato,"{M,C}",0,0,,,
581,Osorio,Svincolato,Svincolato,Parma,0,Svincolato,{Dc},0,0,,,
310,Ghilardi,CyberDucks,CyberDucks,Roma,5,Indeterminato,{Dc},6,1,701819.0,2003-01-06,2030-06-30
740,Charpentier,Svincolato,Svincolato,Parma,0,Svincolato,{Pc},0,0,,,
